task,instruction,response,quality
tabular regression,"You are solving this data science tasks of regression: 
The dataset presented here (the Crab Age Dataset) comprises a lot of both categorical and numerical features. We have splitted the dataset into three parts of train, valid, and test. Your task is to predict the age item. The evaluation metric is the mean absolute error (MAE).
Now train a regression model to get a good performance on this task.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""biostatistics"",
        ""description"": ""Predict the age item in the Crab Age Dataset, which contains categorical and numerical features, using regression analysis."",
        ""performance_metrics"": [
            {
                ""name"": ""mean absolute error"",
                ""value"": null
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Crab Age Dataset"",
            ""modality"": [""tabular""],
            ""target_variables"": [""age""],
            ""specification"": null,
            ""description"": ""The dataset includes a variety of categorical and numerical features and is split into three parts: train, valid, and test."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""A regression model suitable for predicting a numerical target variable based on a mixture of categorical and numerical inputs.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The instruction clearly outlines a task of building a regression model for predicting the age of crabs based on various features within the Crab Age Dataset. Given the nature of the data (tabular with a mix of feature types) and the specific goal (regression analysis), the JSON structure was tailored to reflect these specifics accurately. The user's intent to build a model, medium level of expertise, and the problem's domain (tabular data analysis within biostatistics) are inferred from the task's description. The performance metric was explicitly mentioned (MAE), but a target value was not provided, hence its value is set to null. The dataset details, including its name and modality, are included based on the instruction. The model type is set to 'classical machine learning' as the most likely approach for this task, without specifying a particular model, leaving room for the selection of an appropriate regression technique."",
        ""score"": 0.95
    }
}",2
tabular regression,"You are solving this data science tasks of regression: 
The dataset presented here (the Media Campaign Cost Dataset) comprises a lot of numerical features. We have splitted the dataset into three parts of train, valid, and test. Your task is to predict the cost item. The evaluation metric is the root mean squared log error (RMSLE).
Now train a regression model to get a good performance on this task.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""marketing"",
        ""description"": ""You are tasked with predicting the 'cost item' in the Media Campaign Cost Dataset using regression analysis. The dataset includes numerical features and is divided into train, validation, and test sets."",
        ""performance_metrics"": [
            {
                ""name"": ""RMSLE"",
                ""value"": null
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Media Campaign Cost Dataset"",
            ""modality"": [""tabular""],
            ""target_variables"": [""cost""],
            ""specification"": null,
            ""description"": ""The dataset contains numerical features related to media campaigns, split into training, validation, and testing parts."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""A regression model to predict the cost item from numerical features in the Media Campaign Cost Dataset.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The JSON format accurately reflects the task's requirements, focusing on building a regression model for predicting the 'cost item' using the Media Campaign Cost Dataset. The user's intent is clear, and the task falls within the domain of tabular data analysis. The performance metric RMSLE is specified without a target value, as the instruction does not provide one. No specific preprocessing, augmentation, or visualization steps were mentioned, hence their absence. The confidence score is not explicitly mentioned; thus, it is left to interpretation. The template is followed closely, ensuring the response aligns with the user's instructions."",
        ""score"": 0.9
    }
}",2
tabular regression,"You are solving this data science tasks of regression: 
The dataset presented here (the Mohs Hardness Dataset) comprises a lot of numerical features. We have splitted the dataset into three parts of train, valid, and test. Your task is to predict the strength item. The evaluation metric is the median absolute error (MedAE).
Now train a regression model to get a good performance on this task.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""materials science"",
        ""description"": ""Predict the strength item in the Mohs Hardness Dataset using regression. The dataset contains numerous numerical features and is divided into train, valid, and test sets."",
        ""performance_metrics"": [
            {
                ""name"": ""median absolute error"",
                ""value"": null
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Mohs Hardness Dataset"",
            ""modality"": [""tabular""],
            ""target_variables"": [""strength""],
            ""specification"": null,
            ""description"": ""A dataset containing numerous numerical features for predicting the strength item. It has been divided into training, validation, and testing sets."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""A regression model to be trained for predicting the strength item based on the Mohs Hardness Dataset.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The instruction prompt is well understood, with the user's intent, expertise, problem area, dataset details, and model requirements clearly identified. The prompt specifies a tabular data analysis task with regression, aiming to predict the 'strength item' in the Mohs Hardness Dataset. The performance metric indicated is the median absolute error, which aligns with typical evaluation criteria for regression tasks. There's a high confidence in this response because it closely adheres to the instruction's details and the schema provided in the template file."",
        ""score"": 0.95
    }
}",2
tabular regression,"You are solving this data science tasks of regression: 
The dataset presented here (the Wild Blueberry Yield Dataset) comprises a lot of numerical features. We have splitted the dataset into three parts of train, valid, and test. Your task is to predict the yield item. The evaluation metric is the mean absolute error (MAE).
Now train a regression model to get a good performance on this task.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""agriculture"",
        ""description"": ""The task involves predicting the yield item from the Wild Blueberry Yield Dataset using regression models. The dataset is divided into three parts: train, valid, and test."",
        ""performance_metrics"": [
            {
                ""name"": ""mean absolute error"",
                ""value"": null
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Wild Blueberry Yield Dataset"",
            ""modality"": [
                ""tabular""
            ],
            ""target_variables"": [
                ""yield item""
            ],
            ""specification"": null,
            ""description"": ""A dataset comprising a lot of numerical features, split into three parts: train, valid, and test."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""A regression model to be trained for predicting the yield item with good performance.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The JSON structure accurately reflects the instruction provided, focusing on a regression task within the agriculture domain using the Wild Blueberry Yield Dataset. It addresses the user's intent to build a model, acknowledging their medium expertise level. Key task details, such as the target variable and performance metric (MAE), are correctly identified, aligning with the task's requirements. The choice of 'classical machine learning' as the model type is based on the task's nature, though specifics about the model are left open for flexibility. The rationale for confidence is grounded in the thorough mapping of instruction components to the structured JSON format."",
        ""score"": 0.9
    }
}",2
tabular regression,"This is a house price dataset, and your goal is to predict the sale price of a property based on its features. The target column is SalePrice. Perform data analysis, data preprocessing, feature engineering, and modeling to predict the target. Report RMSE between the logarithm of the predicted value and the logarithm of the observed sales price on the eval data.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""real estate"",
        ""description"": ""This is a house price dataset, and your goal is to predict the sale price of a property based on its features. Perform data analysis, data preprocessing, feature engineering, and modeling to predict the target."",
        ""performance_metrics"": [
            {
                ""name"": ""RMSLE"",
                ""value"": null
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""house price dataset"",
            ""modality"": [""tabular""],
            ""target_variables"": [""SalePrice""],
            ""specification"": null,
            ""description"": ""A dataset containing features of properties and their sale prices to predict the sale price of a property based on its features."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""Model to predict the sale price of properties based on various features.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": """"
    },
    ""confidence"": {
        ""rationale"": ""The provided JSON is structured according to the user's instruction focusing on predicting house prices from a tabular dataset. The task aligns with tabular regression within tabular data analysis. The description, dataset, and model sections are populated based on the instruction's emphasis on data analysis, preprocessing, feature engineering, and modeling. Performance metrics specify RMSE without a fixed value, acknowledging the instruction's requirement to report RMSE between logarithms of predicted and observed values. Some fields remain unfilled due to the instruction's lack of specific details, such as the model name, type, and deployment specifics. This structuring aims to comprehensively address the user's goals within the provided information scope."",
        ""score"": 0.9
    }
}",2
tabular regression,"This is a customer’s financial dataset. Your goal is to predict the value of transactions for each potential customer. The target column is the target. Perform data analysis, data preprocessing, feature engineering, and modeling to predict the target. Report RMSLE on the eval data.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""finance"",
        ""description"": ""This is a customer’s financial dataset. Your goal is to predict the value of transactions for each potential customer. The target column is 'target'. Perform data analysis, data preprocessing, feature engineering, and modeling to predict the target. Report RMSLE on the eval data."",
        ""performance_metrics"": [
            {
                ""name"": ""RMSLE"",
                ""value"": null
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": """",
            ""modality"": [""tabular""],
            ""target_variables"": [""target""],
            ""specification"": null,
            ""description"": ""This is a financial dataset containing transaction values among other features for potential customers. The aim is to predict these transaction values accurately."",
            ""preprocessing"": [""data analysis"", ""data preprocessing"", ""feature engineering""],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": """",
            ""specification"": null,
            ""description"": ""A model suitable for tabular data regression, capable of predicting financial transaction values for potential customers based on the dataset provided.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The 'user' field indicates a medium expertise level as the task involves several advanced steps like data preprocessing and modeling. The 'problem' and 'dataset' sections are filled out to reflect the financial application domain and the specifics of the task, including tabular data analysis and regression. No specific model type or family is mentioned, reflecting the open-ended nature of model selection for this task. The confidence score isn't explicitly mentioned but can be inferred to be relatively high given the clear instruction. Key information such as target variable and performance metric (RMSLE) is included as per the instruction."",
        ""score"": 0.9
    }
}",2
tabular regression,"For the upcoming quarterly sales forecast, utilize the 'Retail Sales Performance' dataset. I expect a regression model from the Gradient Boosting family, focusing on predicting sales figures for the next quarter. The model should aim for an R-squared value of at least 0.85, with a prediction time under 100 milliseconds per instance.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""retail"",
        ""description"": ""Predicting sales figures for the next quarter using the 'Retail Sales Performance' dataset with a focus on achieving an R-squared value of at least 0.85."",
        ""performance_metrics"": [
            {
                ""name"": ""R-squared"",
                ""value"": 0.85
            }
        ],
        ""complexity_metrics"": [
            {
                ""name"": ""prediction time"",
                ""value"": 100,
                ""unit"": ""milliseconds""
            }
        ]
    },
    ""dataset"": [
        {
            ""name"": ""Retail Sales Performance"",
            ""modality"": [""tabular""],
            ""target_variables"": [""sales figures""],
            ""description"": ""Dataset focusing on retail sales performance."",
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""family"": ""Gradient Boosting"",
            ""type"": ""ensemble models"",
            ""description"": ""A regression model from the Gradient Boosting family aiming for a high R-squared value and quick prediction times.""
        }
    ],
    ""service"": {},
    ""confidence"": {
        ""rationale"": ""The given instruction is closely followed to structure the JSON output, ensuring that each part of the instruction is represented according to the schema provided. The decision to categorize the user's expertise as 'medium' is inferred from the specificity and clarity of the request. The focus on a specific dataset, model family, performance, and complexity metrics indicates a clear understanding of the requirements, which has been mirrored in the structured JSON. There is an assumption made that the user expects a single model solution based on the Gradient Boosting family, tailored to the specified dataset."",
        ""score"": 0.95
    }
}",2
tabular regression,"Using the 'Air Quality Monitoring' dataset, create a model to predict pollution levels (PM2.5) using Gaussian Process Regression. This model should be capable of providing uncertainty estimates around its predictions, which are crucial for environmental health studies. Aim for a calibration error below 10%.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""environmental health"",
        ""description"": ""Using the 'Air Quality Monitoring' dataset, create a model to predict pollution levels (PM2.5) using Gaussian Process Regression. This model should be capable of providing uncertainty estimates around its predictions, which are crucial for environmental health studies."",
        ""performance_metrics"": [
            {
                ""name"": ""calibration error"",
                ""value"": 0.1
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Air Quality Monitoring"",
            ""modality"": [""tabular""],
            ""target_variables"": [""PM2.5""],
            ""specification"": null,
            ""description"": ""A dataset that monitors air quality to include pollution levels, particularly PM2.5 concentration."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": ""Gaussian Process Regression"",
            ""type"": ""statistical models"",
            ""specification"": null,
            ""description"": ""A model based on Gaussian Process Regression to predict PM2.5 levels with uncertainty estimation.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The provided JSON structure is based on the given instruction and adheres to the provided template's schema. It encapsulates the core elements of the task—predicting PM2.5 levels using Gaussian Process Regression within an environmental health context, using a specific dataset. While the instruction is clear about the task, model type, and performance metric (calibration error), it lacks details on model specifications, dataset preprocessing, and deployment specifics, leading to assumptions in these areas. This response assumes a medium level of user expertise based on the specificity of the task and the mention of a complex statistical model and performance metric."",
        ""score"": 0.9
    }
}",2
tabular regression,"For the project on predicting real estate prices, access the 'Housing Market Trends' dataset. The task is to employ a Bayesian Ridge Regression model, benefiting from its probabilistic approach. The goal is to achieve a predictive accuracy within 5% of actual sale prices and to incorporate confidence intervals for each prediction.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""real estate"",
        ""description"": ""For the project on predicting real estate prices, access the 'Housing Market Trends' dataset. The task is to employ a Bayesian Ridge Regression model, benefiting from its probabilistic approach. The goal is to achieve a predictive accuracy within 5% of actual sale prices and to incorporate confidence intervals for each prediction."",
        ""performance_metrics"": [
            {
                ""name"": ""accuracy"",
                ""value"": 0.95
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Housing Market Trends"",
            ""modality"": [""tabular""],
            ""target_variables"": [""sale prices""],
            ""specification"": null,
            ""description"": ""A dataset containing trends in the housing market, likely including features such as location, house size, number of bedrooms, etc., to be used for predicting real estate prices."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": ""Bayesian Ridge Regression"",
            ""family"": ""statistical models"",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""A Bayesian Ridge Regression model to predict real estate prices with a probabilistic approach, allowing for the inclusion of confidence intervals in predictions.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The instruction prompt was parsed according to the given template and schema, focusing on specifying the user's intent, expertise, and detailed requirements for the problem, dataset, and model. The key elements of the instruction, such as the project goal, dataset, model type, and performance metric, were captured accurately. However, some fields such as 'complexity_metrics', 'preprocessing', 'augmentation', 'visualization', 'service' related fields were left empty or null as they were not explicitly mentioned in the instruction. The confidence in this parsing is high as it aligns closely with the provided instruction and respects the schema constraints."",
        ""score"": 0.95
    }
}",2
tabular regression,"I'm trying to predict the success of startups based on the 'Startup Success Factors' dataset. I think regression is the way to go, but I'm overwhelmed by the choices. Is there a beginner-friendly model that's good for this kind of task?",,1
tabular regression,"I'm interested in using the 'Online Retail Sales' dataset for a project. The goal is to predict sales, but I'm not sure how to approach it. Should I use a specific type of model, or is there a way to figure out which one is best?",,1
tabular regression,Can we use machine learning to predict how many likes a social media post will get based on the 'Social Media Engagement' dataset? I'm not sure about the details. What do you recommend?,"{
    ""user"": {
        ""intent"": ""consult-build"",
        ""expertise"": ""low""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""social media analytics"",
        ""description"": ""Predict the number of likes a social media post will receive based on the 'Social Media Engagement' dataset."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Social Media Engagement"",
            ""modality"": [""tabular""],
            ""target_variables"": [""likes""],
            ""specification"": null,
            ""description"": ""A dataset containing various features that could influence the number of likes a social media post receives."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""A machine learning model capable of predicting the number of likes a social media post will receive based on the provided dataset.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The instruction prompt indicates a need for consulting and building a machine learning model to predict social media post engagement, specifically the number of likes, using tabular data analysis. The user's low expertise level suggests they are seeking guidance on how to approach this task, which justifies the 'consult-build' intent. The dataset's 'Social Media Engagement' title and the task's nature suggest focusing on tabular regression. The provided details have been used to structure the JSON response, aligning with the given templates and the task's requirements."",
        ""score"": 0.9
    }
}",1
tabular regression,"I want to to predict final grades of the students in my class. Maybe using something like support vector machines? I'm not sure about the evaluation part, so some guidance would be great.",,1
tabular regression,"I've got this dataset from a local supermarket. It contains weekly sales figures, promotions, and some info about holidays. I plan to use a model to predict future sales, but I'm not sure how to start. Could you guide me on which type of models to use and how to preprocess the data?",,1
tabular regression,Our company has been collecting data on employee productivity and various workplace factors. I'm curious if there's a way to predict an employee's productivity based on these factors.,,0
tabular regression,"Is it possible to estimate the time it takes for a customer service request to be resolved? We have data on past requests and resolutions, and I wonder if we can use this to improve our customer service team's efficiency.",,0
tabular regression,I've noticed that our project timelines and budgets vary greatly. Could we possibly predict the budget and duration for future projects based on our past project data?,"{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""project management"",
        ""description"": ""Predicting budget and duration for future projects based on past project data."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": """",
            ""modality"": [""tabular""],
            ""target_variables"": [""budget"", ""duration""],
            ""specification"": null,
            ""description"": ""Past project data including budgets and durations to predict future project budgets and durations."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": """",
            ""specification"": null,
            ""description"": """"
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The JSON structure provided strictly adheres to the provided templates and the instruction. Since the instruction explicitly mentions the desire to predict budget and duration based on past project data, the 'build' intent and 'tabular data analysis' area are selected. The task is identified as 'tabular regression' since it involves predicting continuous values. The application domain is set as 'project management' due to the context of the problem. Performance and complexity metrics are left empty as the instruction does not specify them. The dataset's modality is 'tabular', with 'budget' and 'duration' as the target variables. All other fields are set based on the available information and the requirement for further specifications from the user."",
        ""score"": 0.9
    }
}",0
tabular regression,"I'm interested in understanding how different factors like location, property size, and amenities affect the selling price of homes in our portfolio. Could we get some insights on what drives higher prices?",,0
tabular regression,Our company has compiled customer feedback scores along with demographic data. Can we analyze this to predict customer satisfaction levels for new services before launch?,,0
tabular clustering,Utilize the 'Customer Purchase History' dataset to perform clustering using the K-Means algorithm. The goal is to identify distinct purchasing patterns to inform our marketing strategies. Please ensure the clustering process can be completed within 3 minutes for real-time marketing adjustments.,"{
  ""user"": {
    ""intent"": ""build"",
    ""expertise"": ""medium""
  },
  ""problem"": {
    ""area"": ""tabular data analysis"",
    ""downstream_task"": ""tabular clustering"",
    ""application_domain"": ""marketing"",
    ""description"": ""Utilize the 'Customer Purchase History' dataset to perform clustering using the K-Means algorithm to identify distinct purchasing patterns."",
    ""performance_metrics"": [],
    ""complexity_metrics"": [
      {
        ""name"": ""inference time"",
        ""value"": 3,
        ""unit"": ""minutes""
      }
    ]
  },
  ""dataset"": [
    {
      ""name"": ""Customer Purchase History"",
      ""modality"": [""tabular""],
      ""target_variables"": [],
      ""specification"": null,
      ""description"": ""Dataset containing customer purchase histories to be used for clustering to identify purchasing patterns."",
      ""preprocessing"": [],
      ""augmentation"": [],
      ""visualization"": [],
      ""source"": ""direct-search""
    }
  ],
  ""model"": [
    {
      ""name"": ""K-Means"",
      ""family"": """",
      ""type"": ""classical machine learning"",
      ""specification"": null,
      ""description"": ""K-Means clustering algorithm to identify distinct purchasing patterns in the 'Customer Purchase History' dataset.""
    }
  ],
  ""knowledge"": [],
  ""service"": {
    ""feature_engineering"": [],
    ""target_device"": """",
    ""deployment_endpoint"": """",
    ""inference_engine"": [],
    ""demonstration"": """"
  },
  ""confidence"": {
    ""rationale"": ""It reflects the task of building a K-Means clustering model to analyze the 'Customer Purchase History' dataset within a specified time constraint for real-time marketing strategy adjustments. The 'intent' is set to 'build' as the user intends to create a model. The 'expertise' level is assumed to be 'medium' based on the specificity and the nature of the request. The problem area is identified as 'tabular data analysis' with a 'tabular clustering' task, fitting the description of utilizing K-Means for customer data. The dataset section is filled out with the information provided, assuming an 'infer-search' source as the dataset name is specified but not directly provided. The model section accurately describes the use of K-Means. The complexity metric of 'inference time' is included to meet the instruction's requirement for the process to be completed within 3 minutes. This structured response does not include any performance metrics or detailed specifications for the dataset and model, as these were not specified in the instruction."",
    ""score"": 0.95
  }
}",2
tabular clustering,"For the 'Urban Traffic Patterns' dataset, use OPTICS to classify road segments based on traffic flow characteristics. The goal is to improve city traffic management and planning. The clustering solution should excel in discovering density-based clusters with varying shapes and sizes.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular clustering"",
        ""application_domain"": ""traffic management"",
        ""description"": ""Use OPTICS to classify road segments based on traffic flow characteristics to improve city traffic management and planning. The solution should discover density-based clusters with varying shapes and sizes."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Urban Traffic Patterns"",
            ""modality"": [""tabular""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": ""A dataset containing information on urban traffic patterns."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": ""OPTICS"",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""OPTICS algorithm for clustering road segments based on traffic flow characteristics.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The provided JSON follows the instruction prompt closely, utilizing the OPTICS algorithm for clustering within the context of traffic management and planning. 'Urban Traffic Patterns' is correctly identified as the dataset to be used. The task aligns with tabular data analysis and clustering, fitting the description and aim of improving traffic flow and city planning. The confidence level is based on the clarity of the instruction and the precise mapping to the template fields. No additional significant information appears to be missing, as the user's instruction was explicit about the desired model, dataset, and application domain."",
        ""score"": 0.95
    }
}",2
tabular clustering,The 'Insurance Claims' dataset will be analyzed using DBSCAN to identify fraud patterns and risk clusters. This is vital for adjusting our risk assessment models and insurance rates. Clustering needs to be highly sensitive to outliers and capable of processing large datasets quickly.,"{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular clustering"",
        ""application_domain"": ""insurance"",
        ""description"": ""The 'Insurance Claims' dataset will be analyzed using DBSCAN to identify fraud patterns and risk clusters. This is vital for adjusting our risk assessment models and insurance rates. Clustering needs to be highly sensitive to outliers and capable of processing large datasets quickly."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Insurance Claims"",
            ""modality"": [""tabular""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": ""A dataset containing insurance claims information, to be analyzed for fraud patterns and risk clusters."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": ""DBSCAN"",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""DBSCAN model to be used for identifying fraud patterns and risk clusters within the 'Insurance Claims' dataset.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The given instruction clearly specifies the intent to build a model for tabular data clustering within the insurance domain, using DBSCAN to identify fraud patterns and risk clusters. This information aligns well with the template's fields and the user's request for a high sensitivity to outliers and capability to process large datasets quickly. No performance or complexity metrics were specified, thus those fields remain empty as per the instruction. The dataset is directly named, and the model specifics are provided, matching the task requirements. The confidence score reflects a high level of alignment between the provided instruction and the template structure."",
        ""score"": 0.95
    }
}",2
